Tag,EPIC,MCP,TIDE,XCELL,IntegratedScore
TCGA-AJ-A2QN-01,-0.210922595,-0.171884381,-0.445951413,-0.027293773,-0.21401304
TCGA-AJ-A2QO-01,-0.466522211,-0.480969702,-0.663817528,-0.675613521,-0.57173074
TCGA-AJ-A3BD-01,-0.54547729,-0.493939372,-0.663817528,-0.675613521,-0.594711928
TCGA-AJ-A3BF-01,-0.38884249,-0.400697531,-0.228085298,-0.069878303,-0.271875906
TCGA-AJ-A3BG-01,-0.548598568,-0.555214236,-0.663817528,-0.675613521,-0.610810964
TCGA-AJ-A3BH-01,-0.219312386,-0.233140015,-0.663817528,-0.275590433,-0.347965091
TCGA-AJ-A3BI-01,-0.463119635,-0.519361182,-0.881683643,0.451775006,-0.353097364
TCGA-AJ-A3BK-01,-0.392617601,-0.471799634,-0.445951413,0.162488697,-0.286969988
TCGA-AJ-A3EJ-01,-0.014615481,0.088322631,-0.010219183,0.167565387,0.057763339
TCGA-AJ-A3EK-01,-0.25356151,-0.245313409,-0.228085298,-0.675613521,-0.350643434
TCGA-AJ-A3EL-01,-0.279909927,-0.227418442,-0.010219183,0.352455161,-0.041273098
TCGA-AJ-A3EM-01,-0.441776432,-0.347204351,-0.445951413,0.195378153,-0.259888511
TCGA-AJ-A3I9-01,-0.469934622,-0.489834282,-0.663817528,-0.214858928,-0.45961134
TCGA-AJ-A3IA-01,-0.048971237,0.015910325,-0.228085298,-0.235848006,-0.124248554
TCGA-AJ-A3NC-01,-0.457779818,-0.48982092,-0.881683643,-0.675613521,-0.626224476
TCGA-AJ-A3NE-01,-0.31348109,-0.374973373,-0.228085298,-0.675613521,-0.398038321
TCGA-AJ-A3NF-01,0.257948557,0.577310496,-0.445951413,2.761296044,0.787650921
TCGA-AJ-A3NG-01,-0.336345784,-0.29038202,-0.663817528,-0.313685439,-0.401057693
TCGA-AJ-A3NH-01,-0.490885859,-0.404998198,-0.228085298,-0.379733471,-0.375925707
TCGA-AJ-A3OJ-01,-0.380260238,-0.352735499,-0.663817528,-0.675613521,-0.518106697
TCGA-AJ-A3OK-01,-0.194937649,-0.163837033,-0.881683643,2.196137315,0.238919747
TCGA-AJ-A3OL-01,-0.504037583,-0.469013404,-0.228085298,-0.675613521,-0.469187451
TCGA-AJ-A3QS-01,-0.507783111,-0.492021709,-0.663817528,-0.675613521,-0.584808968
TCGA-AJ-A3TW-01,-0.544460706,-0.55816472,-0.663817528,-0.675613521,-0.610514119
TCGA-AJ-A5DV-01,-0.476468425,-0.544028154,-0.663817528,-0.675613521,-0.589981907
TCGA-AJ-A5DW-01,0.080657037,-0.168161426,-0.228085298,-0.654215274,-0.24245124
TCGA-AJ-A8CT-01,-0.367175579,-0.314648782,-0.881683643,0.68967227,-0.218458933
TCGA-AJ-A8CV-01,-0.438879919,-0.420896322,-0.445951413,-0.395734014,-0.425365417
TCGA-AJ-A8CW-01,-0.32106544,-0.384784077,-0.445951413,-0.164536153,-0.329084271
TCGA-AK-3425-01,-0.316675143,-0.13156441,-0.010219183,-0.673226261,-0.282921249
TCGA-AK-3426-01,-0.321016269,-0.204629745,-0.881683643,0.465930686,-0.235349743
TCGA-AK-3427-01,-0.571632323,-0.567284427,-0.881683643,-0.675613521,-0.674053479
TCGA-AK-3428-01,-0.507659703,-0.470009636,0.207646932,-0.675613521,-0.361408982
TCGA-AK-3429-01,-0.525315349,-0.492395959,-0.663817528,-0.675613521,-0.589285589
TCGA-AK-3431-01,-0.015672067,0.194185594,1.079111392,1.199016562,0.61416037
TCGA-AK-3433-01,-0.546456968,-0.55193564,-1.099549758,-0.675613521,-0.718388972
TCGA-AK-3434-01,-0.469223262,-0.365489806,-0.445951413,-0.675613521,-0.489069501
TCGA-AK-3436-01,-0.465015206,-0.444651793,-0.010219183,-0.675613521,-0.398874926
TCGA-AK-3440-01,-0.564072506,-0.554569934,-0.881683643,-0.675613521,-0.668984901
TCGA-AK-3443-01,-0.567301025,-0.493553904,-0.881683643,-0.675613521,-0.654538023
TCGA-AK-3445-01,-0.413031729,-0.303877773,0.207646932,-0.675613521,-0.296219023
TCGA-AK-3447-01,-0.574778915,-0.580341293,-0.881683643,-0.675613521,-0.678104343
TCGA-AK-3450-01,-0.504278374,-0.470872554,-0.010219183,-0.675613521,-0.415245908
TCGA-AK-3451-01,-0.520735442,-0.467363555,-0.663817528,-0.675613521,-0.581882512
TCGA-AK-3453-01,-0.560648878,-0.569994863,-0.881683643,-0.675613521,-0.671985226
TCGA-AK-3454-01,-0.495262,-0.453153777,-0.663817528,-0.675613521,-0.571961706
TCGA-AK-3455-01,-0.519205765,-0.501779513,-0.663817528,-0.675613521,-0.590104082
TCGA-AK-3456-01,-0.462980517,-0.511444183,-0.663817528,-0.675613521,-0.578463937
TCGA-AK-3458-01,-0.526751275,-0.456945094,-0.445951413,-0.675613521,-0.526315326
TCGA-AK-3460-01,-0.476689118,-0.425885362,-0.663817528,-0.675613521,-0.560501382
TCGA-AK-3461-01,-0.410942354,-0.235012842,-0.010219183,-0.675613521,-0.332946975
TCGA-AK-3465-01,-0.493887691,-0.474241862,-0.881683643,-0.675613521,-0.63135668
TCGA-AL-3466-01,-0.473511346,-0.492662183,-0.881683643,-0.177427536,-0.506321177
TCGA-AL-3467-01,-0.571225915,-0.550082428,0.207646932,-0.600169375,-0.378457696
TCGA-AL-3468-01,-0.556922653,-0.573082422,-0.881683643,-0.675613521,-0.67182556
TCGA-AL-3471-01,-0.558226896,-0.541975954,-0.881683643,-0.436403761,-0.604572564
TCGA-AL-3472-01,-0.552457932,-0.490508544,-0.881683643,2.157198677,0.058137139
TCGA-AL-3473-01,-0.484734142,-0.537750534,-0.445951413,-0.675613521,-0.536012403
TCGA-AL-7173-01,-0.456025503,-0.435444345,-0.445951413,1.746859268,0.102359502
TCGA-AL-A5DJ-01,-0.496629571,-0.498148863,-0.445951413,-0.514072797,-0.488700661
TCGA-AM-5820-01,-0.285472634,-0.098929947,-0.445951413,-0.675613521,-0.376491879
TCGA-AM-5821-01,-0.129846638,-0.131338553,-0.445951413,-0.675613521,-0.345687531
TCGA-AN-A03X-01,5.062419118,3.583987965,4.347103117,1.916166766,3.727419241
TCGA-AN-A03Y-01,-0.018659997,-0.217162584,0.207646932,-0.509138976,-0.134328656
TCGA-AN-A041-01,2.087577433,1.425829651,0.643379162,-0.675613521,0.870293181
TCGA-AN-A046-01,0.717878621,0.33607575,-0.010219183,0.345457691,0.34729822
TCGA-AN-A049-01,1.111300916,0.751489863,2.168441967,0.799146232,1.207594745
TCGA-AN-A04A-01,1.993169851,1.433091849,3.039906427,0.271106961,1.684318772
TCGA-AN-A04C-01,-0.344256184,-0.39238254,-0.663817528,-0.675613521,-0.519017443
TCGA-AN-A04D-01,-0.479052798,-0.470049822,-0.228085298,-0.675613521,-0.46320036
TCGA-AN-A0AJ-01,0.187118823,0.062529419,-0.010219183,-0.436081992,-0.049163233
TCGA-AN-A0AK-01,-0.260086625,-0.280822879,0.207646932,-0.675613521,-0.252219023
TCGA-AN-A0AL-01,1.169563818,0.863257575,1.732709737,0.160487686,0.981504704
TCGA-AN-A0AM-01,0.281525985,0.138932725,-0.010219183,-0.21855542,0.047921027
TCGA-AN-A0AR-01,-0.385439659,-0.369812994,-0.445951413,-0.675613521,-0.469204397
TCGA-AN-A0AS-01,2.748150613,1.93902963,2.604174197,0.507806291,1.949790183
TCGA-AN-A0AT-01,-0.222405823,-0.280625535,-0.010219183,-0.507213298,-0.25511596
TCGA-AN-A0FD-01,1.857370263,1.41679974,2.386308082,0.746533069,1.601752789
TCGA-AN-A0FF-01,0.646178339,0.326176501,1.079111392,0.685311844,0.684194519
TCGA-AN-A0FJ-01,-0.109186962,-0.087763496,0.643379162,0.146610083,0.148259697
TCGA-AN-A0FK-01,0.450387552,0.102753076,0.643379162,0.074400121,0.317729978
TCGA-AN-A0FL-01,-0.450095956,-0.429583912,-0.663817528,-0.675613521,-0.554777729
TCGA-AN-A0FN-01,4.089831674,3.012258134,4.782835348,2.515692789,3.600154486
TCGA-AN-A0FS-01,1.561750308,1.273193131,3.039906427,1.360569269,1.808854784
TCGA-AN-A0FT-01,0.245373968,-0.009373727,0.207646932,1.036380287,0.370006865
TCGA-AN-A0FV-01,1.235405031,0.895186311,1.514843622,-0.475135987,0.792574744
TCGA-AN-A0FW-01,0.300044414,0.13391955,0.643379162,-0.118629005,0.23967853
TCGA-AN-A0FX-01,0.423069652,0.586309619,1.514843622,-0.303835346,0.555096887
TCGA-AN-A0FY-01,1.345039622,0.869401126,2.386308082,0.273005338,1.218438542
TCGA-AN-A0FZ-01,0.65224185,0.389921912,0.861245277,-0.675613521,0.30694888
TCGA-AN-A0G0-01,0.130574315,-0.037352802,-0.445951413,-0.162776388,-0.128876572
TCGA-AN-A0XL-01,1.086583504,1.006442827,2.822040312,1.717528011,1.658148664
TCGA-AN-A0XN-01,2.563183514,2.144835136,3.911370887,1.995318773,2.653677078
TCGA-AN-A0XO-01,0.733694558,0.705930631,1.732709737,-0.208494506,0.740960105
TCGA-AN-A0XP-01,0.462354202,0.373655439,-0.228085298,-0.675613521,-0.016922295
TCGA-AN-A0XR-01,0.278827815,0.15874821,0.861245277,-0.366490632,0.233082668
TCGA-AN-A0XS-01,1.127840541,0.839435893,1.732709737,1.420727923,1.280178523
TCGA-AN-A0XT-01,-0.263518445,-0.242257748,0.207646932,0.250036146,-0.012023279
TCGA-AN-A0XU-01,-0.296539266,-0.294119426,0.207646932,-0.675613521,-0.26465632
TCGA-AN-A0XV-01,0.439638499,0.377295022,1.732709737,1.52271475,1.018089502
TCGA-AN-A0XW-01,2.615010212,1.86124838,2.604174197,0.784424816,1.966214401
TCGA-AO-A03L-01,0.872930574,0.678573634,1.732709737,0.40248245,0.921674099
TCGA-AO-A03M-01,0.049545203,-0.029902074,0.425513047,-0.675613521,-0.057614336
TCGA-AO-A03N-01,1.101880016,0.534733685,0.861245277,0.162150299,0.665002319
TCGA-AO-A03O-01,-0.104998713,-0.266083553,0.425513047,-0.675613521,-0.155295685
TCGA-AO-A03P-01,-0.189897736,-0.283399027,0.207646932,-0.675613521,-0.235315838
TCGA-AO-A03R-01,-0.414852171,-0.33319003,-0.228085298,0.055017267,-0.230277558
TCGA-AO-A03T-01,-0.322699784,-0.34436578,-0.228085298,0.258206593,-0.159236067
TCGA-AO-A03U-01,0.873290819,0.197346826,-0.228085298,0.119558361,0.240527677
TCGA-AO-A03V-01,0.335984689,0.244523271,1.079111392,-0.126754239,0.383216278
TCGA-AO-A0J2-01,-0.161469757,-0.199664384,-0.663817528,-0.675613521,-0.425141298
TCGA-AO-A0J3-01,-0.468756399,-0.498516371,-0.010219183,-0.675613521,-0.413276368
TCGA-AO-A0J4-01,-0.072536443,0.281641383,1.079111392,-0.552727109,0.183872306
TCGA-AO-A0J5-01,4.940702812,3.378138632,4.564969233,1.278759124,3.54064245
TCGA-AO-A0J6-01,-0.369510067,-0.363696303,0.207646932,-0.675613521,-0.30029324
TCGA-AO-A0J7-01,0.425959232,-0.008155055,1.079111392,-0.53044914,0.241616607
TCGA-AO-A0J8-01,0.775580617,0.530484669,1.296977507,0.098135923,0.675294679
TCGA-AO-A0J9-01,0.492689277,0.229379352,0.643379162,1.712005505,0.769363324
TCGA-AO-A0JA-01,2.370052844,1.607545516,3.475638657,1.083775721,2.134253185
TCGA-AO-A0JB-01,-0.360081755,-0.309572151,-0.445951413,0.55653583,-0.139767372
TCGA-AO-A0JC-01,-0.44757726,-0.382663161,-1.317415873,0.910878314,-0.309194495
TCGA-AO-A0JD-01,-0.389586239,-0.410617629,-0.228085298,-0.675613521,-0.425975672
TCGA-AO-A0JE-01,1.983861683,1.382431594,1.950575852,-0.442694162,1.218543742
TCGA-AO-A0JF-01,2.667890354,2.075244758,3.693504772,1.681692464,2.529583087
TCGA-AO-A0JG-01,0.813692704,0.564081636,1.732709737,0.306075565,0.854139911
TCGA-AO-A0JI-01,-0.408515878,-0.387818213,-0.010219183,-0.675613521,-0.370541699
TCGA-AO-A0JJ-01,0.903873505,0.665211421,1.732709737,1.312520601,1.153578816
TCGA-AO-A0JL-01,-0.199841985,-0.069979522,0.207646932,-0.267647422,-0.082455499
TCGA-AO-A0JM-01,1.626443202,1.270673498,2.386308082,-0.152145204,1.282819895
TCGA-AO-A124-01,-0.426460916,-0.296847317,-0.445951413,-0.675613521,-0.461218292
TCGA-AO-A125-01,-0.534107498,-0.532924917,-0.663817528,-0.675613521,-0.601615866
TCGA-AO-A126-01,2.063598916,1.480386934,2.822040312,1.359830685,1.931464212
TCGA-AO-A128-01,-0.222497429,-0.249748251,-0.228085298,-0.009457812,-0.177447197
TCGA-AO-A129-01,-0.14214179,-0.073767371,-0.010219183,0.120914382,-0.026303491
TCGA-AO-A12A-01,0.506925158,0.385557343,1.950575852,0.228495268,0.767888405
TCGA-AO-A12B-01,-0.45284467,-0.462648776,-0.881683643,-0.675613521,-0.618197653
TCGA-AO-A12C-01,2.812411012,2.01442352,3.039906427,1.127319896,2.248515214
TCGA-AO-A12D-01,0.636516348,0.376193457,-0.445951413,-0.398305421,0.042113243
TCGA-AO-A12E-01,-0.140103394,-0.131882594,0.425513047,-0.003638675,0.037472096
TCGA-AO-A12F-01,0.036995447,0.048837688,0.425513047,-0.126266025,0.096270039
TCGA-AO-A12G-01,0.330011418,0.14509328,0.425513047,-0.193015574,0.176900543
TCGA-AO-A12H-01,-0.287820964,-0.399589342,-0.228085298,-0.3571999,-0.318173876
TCGA-AO-A1KO-01,-0.371741906,-0.148280077,-1.099549758,0.139858672,-0.369928268
TCGA-AO-A1KP-01,0.218943729,-0.007556083,0.861245277,0.638293061,0.427731496
TCGA-AO-A1KQ-01,0.143448672,-0.003948682,0.425513047,0.322620667,0.221908426
TCGA-AO-A1KR-01,-0.500639718,-0.477314919,-0.663817528,-0.675613521,-0.579346422
TCGA-AO-A1KS-01,-0.137490902,-0.214039584,1.079111392,0.014130114,0.185427755
TCGA-AO-A1KT-01,0.552691864,0.413235262,1.950575852,-0.217723953,0.674694756
TCGA-AP-A051-01,-0.341415962,-0.383254929,-0.663817528,-0.197011793,-0.396375053
TCGA-AP-A052-01,-0.063654663,0.001946074,-0.010219183,0.274737745,0.050702493
TCGA-AP-A053-01,-0.452606256,-0.382192212,-0.445951413,-0.54589572,-0.4566614
TCGA-AP-A054-01,-0.427070829,-0.348562023,-0.445951413,-0.675613521,-0.474299447
TCGA-AP-A056-01,0.41762084,0.515519341,0.425513047,1.035309624,0.598490713
TCGA-AP-A059-01,-0.404311806,-0.39360104,-0.663817528,-0.253134231,-0.428716152
TCGA-AP-A05A-01,-0.441915783,-0.356399368,-0.881683643,0.767018267,-0.228245132
TCGA-AP-A05D-01,-0.443213933,-0.325783786,-0.445951413,0.479280205,-0.183917232
TCGA-AP-A05H-01,-0.129617468,0.046157179,-0.010219183,1.901155889,0.451869104
TCGA-AP-A05J-01,-0.53155171,-0.454001076,-0.663817528,0.476987599,-0.293095679
TCGA-AP-A05N-01,-0.182088507,-0.25443706,-0.663817528,0.362083608,-0.184564872
TCGA-AP-A05O-01,-0.504114656,-0.50342433,-0.663817528,-0.675613521,-0.586742509
TCGA-AP-A05P-01,-0.273588308,-0.317189859,-0.445951413,1.710483472,0.168438473
TCGA-AP-A0L8-01,-0.465911608,-0.41736675,0.207646932,1.219783324,0.136037974
TCGA-AP-A0L9-01,-0.541558792,-0.508125485,-0.228085298,-0.675613521,-0.488345774
TCGA-AP-A0LD-01,-0.412525621,-0.090146127,-0.445951413,0.215669369,-0.183238448
TCGA-AP-A0LE-01,-0.409319977,-0.30898363,-0.881683643,0.027575055,-0.393103049
TCGA-AP-A0LF-01,-0.501758703,-0.541709968,-1.099549758,-0.675613521,-0.704657988
TCGA-AP-A0LG-01,-0.367943321,-0.469092129,-0.445951413,-0.675613521,-0.489650096
TCGA-AP-A0LH-01,-0.474480596,-0.496972535,-1.099549758,-0.675613521,-0.686654103
TCGA-AP-A0LI-01,-0.398298719,-0.239537673,-0.663817528,0.492947824,-0.202176524
TCGA-AP-A0LJ-01,-0.1041906,-0.220613007,-0.445951413,0.858399927,0.021911227
TCGA-AP-A0LL-01,-0.333205157,-0.384574498,-1.099549758,0.344397784,-0.368232907
TCGA-AP-A0LM-01,-0.071222095,0.493325721,-0.663817528,4.616656608,1.093735676
TCGA-AP-A0LN-01,-0.326016179,-0.503297086,-0.445951413,-0.136065338,-0.352832504
TCGA-AP-A0LO-01,-0.429900359,-0.444591171,-0.663817528,0.252134491,-0.321543642
TCGA-AP-A0LP-01,-0.489295338,-0.350058262,-0.881683643,-0.675613521,-0.599162691
TCGA-AP-A0LS-01,-0.427513016,0.251251458,-0.663817528,-0.589760241,-0.357459832
TCGA-AP-A0LT-01,-0.455896656,-0.496133437,-0.881683643,-0.675613521,-0.627331814
TCGA-AP-A0LV-01,-0.098309339,-0.149259637,-0.228085298,0.896703173,0.105262225
TCGA-AP-A1DH-01,-0.408510964,-0.435079222,-0.881683643,-0.087985058,-0.453314722
TCGA-AP-A1DK-01,-0.402053708,-0.141636863,-0.881683643,1.581336471,0.038990564
TCGA-AP-A1DM-01,-0.290134588,-0.280495472,-0.663817528,0.587121883,-0.161831426
TCGA-AP-A1DO-01,-0.546880992,-0.547849495,-0.881683643,-0.675613521,-0.663006913
TCGA-AP-A1DP-01,-0.492304492,-0.489112733,-0.881683643,-0.522170701,-0.596317893
TCGA-AP-A1DQ-01,-0.43731117,-0.390296943,-0.445951413,0.689018519,-0.146135252
TCGA-AP-A1DR-01,-0.418671479,-0.470989434,-0.663817528,-0.675613521,-0.557272991
TCGA-AP-A1DV-01,-0.510445127,-0.424492596,-0.663817528,-0.675613521,-0.568592193
TCGA-AP-A1E0-01,-0.100718792,-0.147176679,-0.228085298,0.440226726,-0.008938511
TCGA-AP-A1E1-01,-0.406488338,-0.470546016,-0.445951413,-0.429325336,-0.438077776
TCGA-AP-A1E3-01,0.1431685,0.652343291,-0.010219183,3.11817492,0.975866882
TCGA-AP-A1E4-01,-0.358176047,-0.190644955,-0.445951413,2.166992019,0.293054901
TCGA-AP-A3K1-01,-0.407728487,-0.382240157,-0.663817528,-0.127136721,-0.395230723
TCGA-AP-A5FX-01,-0.478317084,-0.501587467,-1.099549758,-0.675613521,-0.688766958
TCGA-AQ-A04H-01,0.081036317,-0.003218676,0.861245277,-0.675613521,0.065862349
TCGA-AQ-A04J-01,-0.044691533,0.062869978,0.643379162,0.300105203,0.240415703
TCGA-AQ-A04L-01,0.37304548,0.20917352,0.643379162,0.250645953,0.369061029
TCGA-AQ-A0Y5-01,1.893480229,1.352087732,2.604174197,0.29605953,1.536450422
TCGA-AQ-A1H2-01,-0.219240528,-0.262312197,1.079111392,-0.06656103,0.132749409
TCGA-AQ-A1H3-01,0.675397033,0.556524475,2.386308082,1.281339334,1.224892231
TCGA-AQ-A54N-01,-0.567623383,-0.388607071,-0.445951413,-0.675613521,-0.519448847
TCGA-AQ-A54O-01,0.123510951,0.117148049,0.425513047,0.605294303,0.317866587
TCGA-AQ-A7U7-01,3.085928913,2.055736981,1.079111392,1.196848758,1.854406511
TCGA-AR-A0TP-01,-0.374183845,-0.200125315,0.861245277,-0.675613521,-0.097169351
TCGA-AR-A0TQ-01,-0.027273595,-0.050039454,0.425513047,-0.675613521,-0.081853381
TCGA-AR-A0TR-01,-0.503049809,-0.509457853,-0.663817528,-0.329737724,-0.501515729
TCGA-AR-A0TS-01,0.298346232,0.319625239,0.861245277,0.756594011,0.55895269
TCGA-AR-A0TT-01,0.52670361,0.266346214,0.207646932,0.228198442,0.3072238
TCGA-AR-A0TU-01,-0.497402099,-0.48051029,-0.663817528,-0.620419409,-0.565537332
TCGA-AR-A0TV-01,-0.38978642,-0.416068926,0.207646932,-0.675613521,-0.318455484
TCGA-AR-A0TW-01,-0.095041132,-0.203192271,-0.010219183,-0.675613521,-0.246016527
TCGA-AR-A0TX-01,0.89691318,0.513218118,0.861245277,-0.674142798,0.399308444
TCGA-AR-A0TY-01,-0.178406645,-0.207901679,-0.010219183,-0.675613521,-0.268035257
TCGA-AR-A0TZ-01,0.866682449,0.456082778,2.168441967,0.304622364,0.948957389
TCGA-AR-A0U0-01,-0.254320924,-0.28682354,-0.445951413,-0.675613521,-0.41567735
TCGA-AR-A0U2-01,-0.023406842,-0.120565127,-0.010219183,-0.364163359,-0.129588628
TCGA-AR-A0U3-01,-0.218271232,-0.26490188,0.207646932,-0.675613521,-0.237784925
TCGA-AR-A0U4-01,0.079175714,0.080132153,0.425513047,-0.150371656,0.108612314
TCGA-AR-A1AH-01,-0.172937306,-0.236841768,0.207646932,-0.233668428,-0.108950142
TCGA-AR-A1AI-01,-0.394575368,-0.336708788,-0.445951413,-0.675613521,-0.463212273
TCGA-AR-A1AJ-01,0.338442586,0.336455533,0.861245277,0.11687567,0.413254766
TCGA-AR-A1AK-01,-0.075341441,0.027884362,1.079111392,0.088484401,0.280034679
TCGA-AR-A1AL-01,1.194473518,0.986703621,2.604174197,1.224798296,1.502537408
TCGA-AR-A1AM-01,0.891952883,0.852311675,1.732709737,0.884006149,1.090245111
TCGA-AR-A1AN-01,1.57383059,1.168720584,1.732709737,0.728094668,1.300838895
TCGA-AR-A1AO-01,3.300702216,1.730840341,1.079111392,1.27988598,1.847634982
TCGA-AR-A1AP-01,0.422311333,0.323237412,0.861245277,0.721838111,0.582158033
TCGA-AR-A1AQ-01,0.032785089,-0.015385503,-0.445951413,-0.222544133,-0.16277399
TCGA-AR-A1AR-01,0.500377806,0.258178632,0.425513047,0.33166439,0.378933469
TCGA-AR-A1AS-01,0.356209088,0.252328127,0.643379162,-0.675613521,0.144075714
TCGA-AR-A1AT-01,0.136708169,0.031829911,0.207646932,-0.675613521,-0.074857127
TCGA-AR-A1AU-01,0.565614313,0.501427907,2.168441967,0.758134431,0.998404654
TCGA-AR-A1AV-01,0.809625043,0.513441951,1.732709737,-0.675613521,0.595040802
TCGA-AR-A1AW-01,0.173555087,-0.008901964,-0.881683643,-0.019657339,-0.184171965
TCGA-AR-A1AX-01,0.80084285,0.37375976,1.514843622,0.012755664,0.675550474
TCGA-AR-A1AY-01,0.151121529,0.312315111,1.514843622,-0.570110095,0.352042542
TCGA-AR-A24H-01,-0.153972788,-0.250730482,0.207646932,-0.675613521,-0.218167465
TCGA-AR-A24K-01,0.233143059,0.054148734,0.207646932,-0.396468203,0.02461763
TCGA-AR-A24L-01,1.617602159,1.196987895,3.911370887,-0.396841018,1.582279981
TCGA-AR-A24M-01,0.971382747,0.808163261,1.732709737,-0.019374059,0.873220422
TCGA-AR-A24N-01,0.909355306,0.604276555,2.386308082,0.734050702,1.158497661
TCGA-AR-A24O-01,2.056737421,1.559739858,3.039906427,1.390690559,2.011768566
TCGA-AR-A24P-01,1.784088905,1.320870908,3.475638657,0.510700486,1.772824739
TCGA-AR-A24Q-01,0.503810819,0.839857636,1.732709737,0.130318644,0.801674209
TCGA-AR-A24R-01,0.303660495,0.11659378,1.514843622,-0.076832374,0.464566381
TCGA-AR-A24S-01,1.018434917,0.582181797,1.950575852,0.979633101,1.132706417
TCGA-AR-A24T-01,2.855074363,2.038061271,4.129237002,0.94724747,2.492405027
TCGA-AR-A24U-01,0.450817008,0.168609968,0.861245277,-0.341055053,0.2849043
TCGA-AR-A24V-01,3.635387656,2.707176189,4.347103117,1.538143291,3.056952564
TCGA-AR-A24W-01,0.550747617,0.687150322,1.950575852,1.246449802,1.108730898
TCGA-AR-A24X-01,0.908018457,0.634868093,1.732709737,0.248792985,0.881097318
TCGA-AR-A24Z-01,-0.153510727,-0.235343895,0.207646932,-0.675613521,-0.214205303
TCGA-AR-A250-01,2.331392657,1.501571373,3.475638657,0.152805257,1.865351986
TCGA-AR-A251-01,-0.053974628,0.196170852,1.296977507,-0.675613521,0.190890053
TCGA-AR-A252-01,-0.018862714,-0.028559521,0.207646932,0.401291771,0.140379117
TCGA-AR-A254-01,1.172236105,0.729951898,0.861245277,-0.675613521,0.52195494
TCGA-AR-A255-01,1.673595702,1.199576203,3.039906427,0.347259558,1.565084473
TCGA-AR-A256-01,-0.225718122,-0.176835099,0.207646932,-0.675613521,-0.217629953
TCGA-AR-A2LE-01,-0.179276375,-0.256554868,-0.010219183,-0.454822018,-0.225218111
TCGA-AR-A2LH-01,-0.068734436,0.120451306,0.207646932,0.356573197,0.15398425
TCGA-AR-A2LJ-01,0.861723833,0.837875053,0.425513047,1.519754261,0.911216549
TCGA-AR-A2LK-01,0.508248975,0.310977079,1.514843622,-0.510427142,0.455910633
TCGA-AR-A2LL-01,0.231338672,0.03016071,0.643379162,0.162712422,0.266897742
TCGA-AR-A2LM-01,2.755438669,2.037916824,4.347103117,1.464676817,2.651283857
TCGA-AR-A2LN-01,2.287253992,1.838221319,3.693504772,2.621496249,2.610119083
TCGA-AR-A2LO-01,0.942568939,0.76567714,1.950575852,1.146531018,1.201338237
TCGA-AR-A2LQ-01,6.924998239,5.529267292,4.347103117,2.528949383,4.832579508
TCGA-AR-A2LR-01,0.383290885,0.310229755,1.514843622,0.12869067,0.584263733
TCGA-AR-A5QM-01,1.168643469,0.950344248,1.732709737,1.345648723,1.299336544
TCGA-AR-A5QN-01,0.639539494,0.585882151,0.861245277,0.693697102,0.695091006
TCGA-AR-A5QP-01,0.993726681,0.889217146,1.950575852,1.58300864,1.35413208
TCGA-AR-A5QQ-01,0.058180093,0.142816296,0.207646932,-0.675613521,-0.06674255
TCGA-AS-3777-01,-0.491446601,-0.526032053,-0.881683643,-0.675613521,-0.643693954
TCGA-AS-3778-01,-0.266814149,-0.134160531,0.425513047,-0.675613521,-0.162768789
TCGA-AT-A5NU-01,-0.543283397,-0.509106516,-0.663817528,0.441057035,-0.318787602
TCGA-AU-3779-01,-0.234596302,-0.294682553,-0.445951413,-0.675613521,-0.412710947
TCGA-AU-6004-01,0.27407878,0.069029144,-0.228085298,-0.675613521,-0.140147724
TCGA-AW-A1PO-01,-0.458881945,-0.509790872,-0.663817528,-0.675613521,-0.577025967
TCGA-AX-A05S-01,-0.402339072,-0.385906231,-0.881683643,-0.12576262,-0.448922891
TCGA-AX-A05T-01,-0.425210428,-0.490306853,-0.663817528,-0.675613521,-0.563737083
TCGA-AX-A05U-01,-0.155048199,-0.369651706,0.207646932,0.561534717,0.061120436
TCGA-AX-A05W-01,-0.490095865,-0.537839073,-0.881683643,-0.50651464,-0.604033305
TCGA-AX-A05Y-01,-0.411643541,-0.342354713,-0.445951413,-0.147563424,-0.336878273
TCGA-AX-A05Z-01,-0.327882514,-0.333419198,-0.881683643,-0.025026501,-0.392002964
TCGA-AX-A060-01,-0.500005933,-0.519430498,-1.099549758,-0.675613521,-0.698649928
TCGA-AX-A062-01,-0.056251895,-0.284842471,-0.881683643,0.562474552,-0.165075864
TCGA-AX-A063-01,-0.297325854,-0.377376401,-0.881683643,0.118174019,-0.35955297
TCGA-AX-A064-01,-0.298516577,-0.357446014,-1.099549758,-0.331923315,-0.521858916
TCGA-AX-A06B-01,-0.198607103,-0.041767005,-0.445951413,0.287378409,-0.099736778
TCGA-AX-A06D-01,-0.559009508,-0.563502658,-0.663817528,0.131726129,-0.413650891
TCGA-AX-A06F-01,-0.244405439,-0.245328323,-0.881683643,-0.15884543,-0.382565709
TCGA-AX-A06H-01,-0.247569122,-0.265896453,-0.881683643,1.1013237,-0.07345638
TCGA-AX-A06J-01,-0.54800994,-0.548084945,-0.881683643,-0.675613521,-0.663348012
TCGA-AX-A06L-01,-0.222774134,-0.227642026,-0.881683643,1.399267162,0.01679184
TCGA-AX-A0IS-01,-0.316675938,-0.370049589,-0.445951413,-0.16168932,-0.323591565
TCGA-AX-A0IU-01,-0.442241119,-0.418986725,-0.445951413,0.119143932,-0.297008831
