Tag,EPIC,MCP,TIDE,XCELL,IntegratedScore
TCGA-18-3416-01,-0.471314468,-0.495131055,-0.663817528,-0.675613521,-0.576469143
TCGA-18-3417-01,1.031518564,0.897229515,0.861245277,0.47738678,0.816845034
TCGA-18-3419-01,-0.479069371,-0.493348684,-0.881683643,-0.675613521,-0.632428805
TCGA-18-3421-01,-0.474887417,-0.465033128,-0.881683643,-0.675613521,-0.624304427
TCGA-18-4083-01,0.232381529,0.055258781,0.425513047,-0.295386948,0.104441602
TCGA-18-4086-01,-0.115195487,-0.148414379,-0.010219183,-0.143441818,-0.104317717
TCGA-18-4721-01,0.315296106,0.116508091,0.207646932,-0.616555246,0.005723971
TCGA-18-5592-01,-0.194567373,-0.267351749,0.207646932,-0.675613521,-0.232471428
TCGA-18-5595-01,-0.355946061,-0.412506057,-0.445951413,-0.675613521,-0.472504263
TCGA-19-0957-02,-0.541367029,-0.464669749,-0.228085298,-0.017302025,-0.312856026
TCGA-19-1389-02,-0.106625974,-0.043740876,1.296977507,1.577601294,0.681052988
TCGA-19-1390-01,-0.538744904,-0.490325583,-0.445951413,-0.675613521,-0.537658855
TCGA-19-1787-01,-0.521735505,-0.474109527,-0.228085298,0.031491798,-0.298109633
TCGA-19-2619-01,-0.493043267,-0.431698216,0.643379162,0.445180748,0.040954607
TCGA-19-2620-01,-0.544727726,-0.289726225,-0.010219183,0.413904394,-0.107692185
TCGA-19-2624-01,-0.542090259,-0.479770764,-0.010219183,-0.601501178,-0.408395346
TCGA-19-2625-01,-0.545598094,-0.271609898,0.207646932,0.645321307,0.008940061
TCGA-19-2629-01,-0.560626798,-0.546958193,0.425513047,-0.000748427,-0.170705093
TCGA-19-4065-01,-0.439899856,-0.395898063,0.207646932,-0.429307367,-0.264364589
TCGA-19-4065-02,1.601735115,1.479050724,0.425513047,-0.654753807,0.71288627
TCGA-19-5960-01,-0.566193467,-0.550429483,0.425513047,-0.675613521,-0.341680856
TCGA-20-1682-01,0.745974624,0.318192391,-0.010219183,-0.037395576,0.254138064
TCGA-20-1683-01,-0.278034206,-0.338424069,-0.010219183,0.06167274,-0.141251179
TCGA-20-1687-01,-0.173354975,-0.25209145,-0.881683643,-0.31265494,-0.404946252
TCGA-21-1070-01,-0.199211689,-0.265349504,-0.445951413,-0.675613521,-0.396531532
TCGA-21-1071-01,0.166187393,0.008849198,0.643379162,-0.675613521,0.035700558
TCGA-21-1072-01,-0.311559882,-0.349747661,0.207646932,-0.675613521,-0.282318533
TCGA-21-1075-01,-0.48449365,-0.499804764,-0.445951413,-0.675613521,-0.526465837
TCGA-21-1076-01,0.624726598,0.265062358,0.207646932,-0.0008233,0.274153147
TCGA-21-1077-01,-0.028782332,-0.121395809,-0.228085298,-0.675613521,-0.26346924
TCGA-21-1078-01,-0.542859824,-0.539439403,-0.445951413,-0.675613521,-0.55096604
TCGA-21-1079-01,1.138533431,1.013846318,1.732709737,-0.675613521,0.802368991
TCGA-21-1080-01,-0.316154727,-0.335085315,-0.663817528,-0.675613521,-0.497667773
TCGA-21-1081-01,1.692989571,1.016790967,0.861245277,-0.63075759,0.735067056
TCGA-21-1082-01,0.274714478,0.035242109,-0.228085298,-0.344884898,-0.065753402
TCGA-21-1083-01,-0.029685681,-0.155242828,-0.010219183,-0.494610272,-0.172439491
TCGA-21-5782-01,0.795020895,0.520373028,0.207646932,0.174271528,0.424328096
TCGA-21-5783-01,0.950501651,0.649340668,2.386308082,-0.675613521,0.82763422
TCGA-21-5784-01,-0.314612484,-0.276723174,-0.445951413,0.608534374,-0.107188174
TCGA-21-5786-01,0.245004224,0.271447226,-0.010219183,-0.675613521,-0.042345314
TCGA-21-5787-01,-0.273102471,-0.290622569,-0.445951413,-0.675613521,-0.421322494
TCGA-21-A5DI-01,-0.148462696,-0.056396215,0.425513047,-0.675613521,-0.113739846
TCGA-22-0940-01,0.101322603,0.072208517,0.207646932,-0.078152849,0.075756301
TCGA-22-0944-01,-0.370059727,-0.386216479,-0.445951413,-0.675613521,-0.469460285
TCGA-22-1000-01,2.241709614,1.434238591,1.296977507,1.24027964,1.553301338
TCGA-22-1002-01,0.391431918,0.713396171,0.861245277,1.295203084,0.815319113
TCGA-22-1005-01,0.171812948,-0.057586644,-0.881683643,1.292554712,0.131274343
TCGA-22-1011-01,-0.221431959,-0.259049759,-0.663817528,-0.675613521,-0.454978192
TCGA-22-1012-01,-0.152780955,-0.215996141,-0.228085298,-0.675613521,-0.318118979
TCGA-22-1016-01,0.399479657,0.27024258,0.425513047,1.310351639,0.601396731
TCGA-22-1017-01,-0.374241606,-0.385923018,-0.445951413,-0.675613521,-0.47043239
TCGA-22-4591-01,-0.479313854,-0.490768342,-0.445951413,-0.675613521,-0.522911782
TCGA-22-4593-01,2.052603437,1.517054867,2.386308082,-0.180223505,1.44393572
TCGA-22-4594-01,-0.064521902,-0.115604757,-0.445951413,0.095038691,-0.132759845
TCGA-22-4595-01,1.361284813,0.744289089,0.643379162,-0.675613521,0.518334886
TCGA-22-4596-01,0.573306135,0.380282039,0.425513047,1.461585654,0.710171719
TCGA-22-4599-01,-0.321840504,-0.34312496,-0.445951413,-0.675613521,-0.4466326
TCGA-22-4601-01,-0.391259393,-0.40088775,-0.010219183,-0.675613521,-0.369494962
TCGA-22-4604-01,0.70940784,0.552473136,0.643379162,-0.016941766,0.472079593
TCGA-22-4605-01,0.199134382,0.067692365,0.207646932,-0.38583554,0.022159535
TCGA-22-4607-01,-0.248526668,-0.210425334,-0.010219183,0.172690972,-0.074120053
TCGA-22-4609-01,0.756349461,0.430605468,0.425513047,0.202960668,0.453857161
TCGA-22-4613-01,-0.385033656,-0.410642175,-0.663817528,-0.675613521,-0.53377672
TCGA-22-5471-01,-0.331845606,-0.278370976,-0.228085298,-0.675613521,-0.37847885
TCGA-22-5472-01,-0.187960856,-0.223167515,-0.010219183,-0.675613521,-0.274240269
TCGA-22-5473-01,-0.206056971,-0.177058439,-0.010219183,-0.675613521,-0.267237029
TCGA-22-5474-01,-0.364562457,-0.366577706,-0.445951413,-0.675613521,-0.463176274
TCGA-22-5477-01,-0.458163464,-0.469199133,-0.228085298,-0.675613521,-0.457765354
TCGA-22-5478-01,0.457156107,0.279879106,0.643379162,0.315222229,0.423909151
TCGA-22-5479-01,-0.137784684,-0.127994649,-0.228085298,-0.675613521,-0.292369538
TCGA-22-5480-01,-0.187157965,-0.185451239,-0.445951413,-0.675613521,-0.373543535
TCGA-22-5481-01,-0.317606086,-0.382093342,-0.881683643,-0.675613521,-0.564249148
TCGA-22-5482-01,0.013298572,-0.019999171,0.207646932,-0.675613521,-0.118666797
TCGA-22-5483-01,0.510166214,0.315152557,0.207646932,-0.675613521,0.089338045
TCGA-22-5485-01,-0.28787793,-0.323833442,-0.228085298,-0.675613521,-0.378852548
TCGA-22-5489-01,0.387789196,0.305727383,0.207646932,0.40760579,0.327192325
TCGA-22-5491-01,-0.525031674,-0.482935635,-0.881683643,-0.675613521,-0.641316118
TCGA-22-5492-01,-0.2158102,-0.17323274,-0.228085298,-0.473099792,-0.272557008
TCGA-22-A5C4-01,-0.345219245,-0.282765327,-0.010219183,-0.675613521,-0.328454319
TCGA-23-1023-01,1.082227673,0.694582481,-0.445951413,-0.675613521,0.163811305
TCGA-23-1026-01,0.108461832,0.02938944,-0.445951413,-0.057516623,-0.091404191
TCGA-23-1027-01,0.304323645,0.215331895,-0.228085298,-0.179335706,0.028058634
TCGA-23-1029-01,-0.181121913,-0.163494757,-0.445951413,-0.002550936,-0.198279755
TCGA-23-1109-01,-0.031466555,-0.092240421,-0.445951413,-0.073453732,-0.16077803
TCGA-23-1111-01,-0.368820778,-0.293485142,-0.445951413,-0.134026898,-0.310571058
TCGA-23-1114-01,0.262623408,0.106302952,-0.228085298,0.869550295,0.252597839
TCGA-23-1120-01,-0.156968086,-0.16983625,-0.663817528,0.27175481,-0.179716764
TCGA-23-1122-01,-0.200427965,-0.247373062,-0.445951413,-0.675613521,-0.39234149
TCGA-23-1123-01,-0.452631217,-0.473061088,-0.445951413,-0.099520657,-0.367791094
TCGA-23-1809-01,-0.338013146,-0.324103943,-0.228085298,-0.675613521,-0.391453977
TCGA-23-2077-01,-0.257216889,-0.265323639,-0.445951413,0.26828927,-0.175050668
TCGA-23-2078-01,1.969697668,1.360416008,0.207646932,0.645491141,1.045812937
TCGA-23-2084-01,0.134579834,0.194016992,-0.228085298,0.42096474,0.130369067
TCGA-24-1103-01,-0.493345331,-0.501420094,-0.445951413,-0.675613521,-0.52908259
TCGA-24-1413-01,-0.474705617,-0.484567462,-0.663817528,-0.245147778,-0.467059596
TCGA-24-1416-01,-0.450390367,-0.475914144,-0.663817528,-0.675613521,-0.56643389
TCGA-24-1417-01,0.132990647,0.147934738,0.207646932,-0.55686215,-0.017072458
TCGA-24-1418-01,0.978746322,0.53077458,0.207646932,-0.448572115,0.31714893
TCGA-24-1419-01,-0.44814236,-0.441728793,-0.445951413,-0.011262679,-0.336771311
TCGA-24-1423-01,-0.196695153,-0.224187814,-0.228085298,-0.675613521,-0.331145447
TCGA-24-1424-01,0.290369661,0.070265253,-0.010219183,-0.259759641,0.022664022
TCGA-24-1425-01,4.099776335,2.390587137,0.425513047,1.629602349,2.136369717
TCGA-24-1427-01,1.472625629,0.92197181,-0.010219183,1.038678668,0.855764231
TCGA-24-1428-01,-0.371022863,-0.389677267,-0.881683643,0.087932043,-0.388612933
TCGA-24-1430-01,-0.19625806,-0.30444893,-0.663817528,-0.133174882,-0.32442485
TCGA-24-1434-01,4.17743958,2.733985124,1.514843622,-0.111413515,2.078713703
TCGA-24-1435-01,2.086863709,1.466902389,0.425513047,-0.129297215,0.962495483
TCGA-24-1467-01,-0.354857544,-0.421936099,-0.881683643,-0.612463005,-0.567735073
TCGA-24-1469-01,-0.473715885,-0.503424584,-0.663817528,-0.675613521,-0.57914288
TCGA-24-1474-01,-0.508000803,-0.530593641,-0.445951413,-0.536068059,-0.505153479
TCGA-24-1544-01,-0.534436983,-0.510048853,-0.228085298,-0.675613521,-0.487046164
TCGA-24-1546-01,1.739485133,1.17241224,0.425513047,0.809219032,1.036657363
TCGA-24-1549-01,-0.39434436,-0.446805005,-0.228085298,-0.597393201,-0.416656966
TCGA-24-1550-01,0.958123844,1.049892594,1.079111392,0.90520835,0.998084045
TCGA-24-1551-01,-0.475986805,-0.488004417,-0.881683643,-0.236077423,-0.520438072
TCGA-24-1552-01,-0.398168634,-0.444389941,-0.663817528,-0.675613521,-0.545497406
TCGA-24-1553-01,-0.451616524,-0.439577588,-0.663817528,0.067074407,-0.371984308
TCGA-24-1557-01,-0.417719717,-0.42423951,-0.663817528,-0.29462077,-0.450099381
